name,chip,memory,storage,display_size,color,current_price,original_price,savings,discount_percentage,connectivity,url,model_sku,scraped_at,product_info
Refurbished Mac mini Apple M2 Pro Chip with 10‑Core CPU and 16‑Core GPU,M2 Pro,16GB,,,,999.0,1299.0,300.0,23.09,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FNH73B/A/refurbished-mac-mini-apple-m2-pro-chip-with-10%E2%80%91core-cpu-and-16%E2%80%91core-gpu?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FNH73B,2025-07-29 16:59:59,
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Orange",M1,8GB,,24-inch,Orange,1009.0,1549.0,540.0,34.86,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FGPR3B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FGPR3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,13-inch,Sky Blue,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6U4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC6U4B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,15-inch,Sky Blue,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC7A4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC7A4B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,16GB,,13-inch,Silver,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW0X3B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW0X3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,13-inch,Starlight,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW103B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW103B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,13-inch,Midnight,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW133B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW133B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,16GB,,15-inch,Silver,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1G3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1G3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,15-inch,Starlight,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1J3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1J3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,15-inch,Midnight,1019.0,1199.0,180.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1L3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1L3B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,32GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1CF2B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CF2B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,24GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1CG1B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CG1B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M2,16GB,,13-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G15Z3B/A/refurbished-13-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G15Z3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M2,16GB,,13-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1613B/A/refurbished-13-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1613B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 8-Core GPU - Silver,M3,16GB,,24-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1952B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-8-Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1952B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,M3,8GB,,24-inch,Yellow,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRL3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRL3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Green,M3,8GB,,24-inch,Green,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRN3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Green?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRN3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8GB,,24-inch,Blue,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRQ3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRQ3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Pink,M3,8GB,,24-inch,Pink,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRT3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Pink?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRT3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Purple,M3,8GB,,24-inch,Purple,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRV3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Purple?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRV3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Orange,M3,8GB,,24-inch,Orange,1099.0,1399.0,300.0,21.44,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FQRX3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Orange?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FQRX3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Silver,M3,16GB,,15-inch,Silver,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BS2B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BS2B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M3,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1BW2B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1BW2B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,24GB,,13-inch,Sky Blue,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H71B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1H71B,2025-07-29 16:59:59,
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Yellow",M1,8GB,,24-inch,Yellow,1179.0,1749.0,570.0,32.59,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FGPG3B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FGPG3B,2025-07-29 16:59:59,
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Green",M1,8GB,,24-inch,Green,1179.0,1749.0,570.0,32.59,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FGPJ3B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FGPJ3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,24GB,,13-inch,Silver,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC654B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC654B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,13-inch,Starlight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6A4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC6A4B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,24GB,,13-inch,Midnight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6C4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC6C4B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,24GB,,13-inch,Sky Blue,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC6V4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC6V4B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,15-inch,Sky Blue,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FC7C4B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FC7C4B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Pro Chip with 12-Core CPU and 16-Core GPU, Gigabit Ethernet",M4 Pro,24GB,,,,1189.0,1399.0,210.0,15.01,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FCX44B/A/Refurbished-Mac-mini-Apple-M4-Pro-Chip-with-12-Core-CPU-and-16-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FCX44B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,16GB,,15-inch,Silver,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1H3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1H3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,15-inch,Starlight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1K3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1K3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,15-inch,Midnight,1189.0,1399.0,210.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW1M3B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,FW1M3B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,16GB,,13-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1CW0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CW0B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Midnight,M4,16GB,,13-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1CY0B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1CY0B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,24GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1DD0B/A/Refurbished-15-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1DD0B,2025-07-29 16:59:59,
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,16GB,,13-inch,Sky Blue,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G1H80B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1H80B,2025-07-29 16:59:59,
"Refurbished Mac mini Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet",M4,32GB,,,,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1JX1B/A/Refurbished-Mac-mini-Apple-M4-Chip-with-10-Core-CPU-and-10-Core-GPU-Gigabit-Ethernet-?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G1JX1B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,M2,16GB,,15-inch,Space Grey,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18N3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-grey?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G18N3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M2,16GB,,15-inch,Starlight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18S3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-starlight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G18S3B,2025-07-29 16:59:59,
Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M2,16GB,,15-inch,Midnight,509.0,599.0,90.0,15.03,Wi-Fi,https://www.apple.com/uk/shop/product/G18U3B/A/refurbished-15-inch-macbook-air-apple-m2-chip-with-8%E2%80%91core-cpu-and-10%E2%80%91core-gpu-midnight?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G18U3B,2025-07-29 16:59:59,
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,M3,16GB,,24-inch,Silver,509.0,599.0,90.0,15.03,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19D0B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=1322dcc5588bcc078dd98d4cbebca353c43c3f0b7a8629ddb036f225b305d02e9095f005e074faccdefaadd652e86916b3a94bf291ab1605944ee9dfc7e1e9b236f9aefb28a8c867f8a750245ecb0b51,G19D0B,2025-07-29 16:59:59,
